atom_id,rule_type,legal_level,article_reference,who,how,when,what,content_original,is_ambiguous,review_reason,source_document,specific_clause,business_categories,related_scenarios,parameters,where,reconstructed_text,bert_similarity_score
YZ-BAM-VAL-00533,VAL_THRESHOLD,L3_DEPT_RULE,第三十六条第三款,开户银行,不得超过2年,设定或展期临时存款账户时,有效期限,临时存款账户的有效期最长不得超过2年。,False,NONE,人民币银行结算账户管理办法,,['账户管理'],['临时账户期限设定'],,临时存款账户,开户银行 设定或展期临时存款账户时 临时存款账户 不得超过2年 有效期限,0.8913009166717529
YZ-BAM-PRC-00534,PRC_FLOW,L3_DEPT_RULE,第三十六条第四款,银行,须严格依照国家现金管理规定办理,办理临时存款账户支取现金业务时,支取现金行为,临时存款账户支取现金，应按照国家现金管理的规定办理。,True,MISSING_PARAM,人民币银行结算账户管理办法,,"['支付结算', '现金管理']",['临时账户支取现金'],,临时存款账户,银行 办理临时存款账户支取现金业务时 临时存款账户 须严格依照国家现金管理规定办理 支取现金行为,0.9134514331817627
YZ-BAM-PRO-00535,PRO_FORBIDDEN,L3_DEPT_RULE,第三十七条,银行,不得办理（即只收不付）,验资期间,付款业务,注册验资的临时存款账户在验资期间只收不付，注册验资资金的汇缴人应与出资人的名称一致。,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '验资监管']",['注册验资账户管控'],,注册验资的临时存款账户,银行 验资期间 注册验资的临时存款账户 不得办理（即只收不付） 付款业务,0.8735276460647583
YZ-BAM-OBL-00536,OBL_MANDATORY,L3_DEPT_RULE,第三十七条,银行,必须一致,受理注册验资资金汇缴时,汇缴人名称与出资人名称,注册验资的临时存款账户在验资期间只收不付，注册验资资金的汇缴人应与出资人的名称一致。,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '反洗钱', '验资监管']",['注册验资资金来源审核'],,注册验资的临时存款账户,银行 受理注册验资资金汇缴时 注册验资的临时存款账户 必须一致 汇缴人名称与出资人名称,0.919464647769928
YZ-BAM-OBL-00537,OBL_MANDATORY,L3_DEPT_RULE,第三十八条前半段,开户银行,不得办理,单位银行结算账户正式开立之日起3个工作日内,付款业务,存款人开立单位银行结算账户，自正式开立之日起3个工作日后，方可办理付款业务。,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '支付结算']",['单位账户启用'],,新开立的单位银行结算账户,开户银行 单位银行结算账户正式开立之日起3个工作日内 新开立的单位银行结算账户 不得办理 付款业务,0.9175853729248047
YZ-BAM-PER-00538,PER_AUTH,L3_DEPT_RULE,第三十九条,银行,允许转入,为个人开立并维护银行结算账户期间,工资、奖金、稿费、演出费、债券/期货/信托投资本息、债权/产权转让收益、个人贷款转存、证券交易结算资金、期货保证金、继承/赠与款、保险理赔及保费退还、纳税退还、农/副/矿产品销售收入、其他合法款项,第三十九条 个人银行结算账户用于办理个人转账收付和现金存取。下列款项可以转入个人银行结算账户：（一）工资、奖金收入。（二）稿费、演出费等劳务收入。（三）债券、期货、信托等投资的本金和收益。（四）个人债权或产权转让收益。（五）个人贷款转存。（六）证券交易结算资金和期货交易保证金。（七）继承、赠与款项。（八）保险理赔、保费退还等款项。（九）纳税退还。（十）农、副、矿产品销售收入。（十一）其他合法款项。,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理']","['个人账户资金转入', '合法收入入账']",,个人银行结算账户系统,银行 为个人开立并维护银行结算账户期间 个人银行结算账户系统 允许转入 工资、奖金、稿费、演出费、债券/期货/信托投资本息、债权/产权转让收益、个人贷款转存、证券交易结算资金、期货保证金、继承/赠与款、保险理赔及保费退还、纳税退还、农/副/矿产品销售收入、其他合法款项,0.8721132278442383
YZ-BAM-VAL-00539,VAL_THRESHOLD,L3_DEPT_RULE,第四十条第一款,单位,超过5万元须提供付款依据,从其银行结算账户向个人银行结算账户支付款项时,单笔付款金额,第四十条 单位从其银行结算账户支付给个人银行结算账户的款项，每笔超过5万元的，应向其开户银行提供下列付款依据：,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理', '反洗钱']",['大额单位向个人付款审核'],,单位开户银行系统,单位 从其银行结算账户向个人银行结算账户支付款项时 单位开户银行系统 超过5万元须提供付款依据 单笔付款金额,0.9205024242401123
YZ-BAM-PRC-00540,PRC_FLOW,L3_DEPT_RULE,第四十条第二款,税收代扣单位,必须向开户银行提供,向个人银行结算账户支付应纳税款项时,完税证明,从单位银行结算账户支付给个人银行结算账户的款项应纳税的，税收代扣单位付款时应向其开户银行提供完税证明。,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理', '税务合规']",['代扣税款付款附证'],,单位开户银行系统,税收代扣单位 向个人银行结算账户支付应纳税款项时 单位开户银行系统 必须向开户银行提供 完税证明,0.9548018574714661
YZ-BAM-PER-00541,PER_AUTH,L3_DEPT_RULE,第四十条第一款列举项（一）至（十）,单位,可作为有效付款依据提交,申请向个人账户支付超5万元款项前,代发工资协议和收款人清单、奖励证明、劳务合同或付款证明、证券/期货/信托/彩票类付款证明、债权或产权转让协议、借款合同、保险公司证明、税收征管部门证明、农/副/矿产品购销合同、其他合法款项证明,（一）代发工资协议和收款人清单。（二）奖励证明。（三）新闻出版、演出主办等单位与收款人签订的劳务合同或支付给个人款项的证明。（四）证券公司、期货公司、信托投资公司、奖券发行或承销部门支付或退还给自然人款项的证明。（五）债权或产权转让协议。（六）借款合同。（七）保险公司的证明。（八）税收征管部门的证明。（九）农、副、矿产品购销合同。（十）其他合法款项的证明。,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理']",['单位向个人付款依据类型'],,单位开户银行柜面/线上渠道,单位 申请向个人账户支付超5万元款项前 单位开户银行柜面/线上渠道 可作为有效付款依据提交 代发工资协议和收款人清单、奖励证明、劳务合同或付款证明、证券/期货/信托/彩票类付款证明、债权或产权转让协议、借款合同、保险公司证明、税收征管部门证明、农/副/矿产品购销合同、其他合法款项证明,0.840291440486908
YZ-BAM-PRO-00542,PRO_FORBIDDEN,L3_DEPT_RULE,第三十九条末项,银行,不得允许转入,处理个人账户入账业务时,非合法款项,（十一）其他合法款项。,True,AMBIGUOUS_TEXT,人民币银行结算账户管理办法,,"['支付结算', '账户管理', '反洗钱']",['非法资金入账拦截'],,个人银行结算账户系统,银行 处理个人账户入账业务时 个人银行结算账户系统 不得允许转入 非合法款项,0.5785695314407349
YZ-BAM-PRO-00543,PRO_FORBIDDEN,L3_DEPT_RULE,第四十条第一款末项,单位开户银行,不得接受,审核单位提交的付款依据时,无法验证真实性、合法性或与交易背景明显不符的付款依据,（十）其他合法款项的证明。,True,AMBIGUOUS_TEXT,人民币银行结算账户管理办法,,"['支付结算', '账户管理', '反洗钱']",['不合规付款依据拦截'],,银行账户管理与反洗钱尽职调查系统,单位开户银行 审核单位提交的付款依据时 银行账户管理与反洗钱尽职调查系统 不得接受 无法验证真实性、合法性或与交易背景明显不符的付款依据,0.6202728748321533
YZ-BAM-OBL-00544,OBL_MANDATORY,L3_DEPT_RULE,第四十一条,个人,应出具,持出票人为单位的支票向开户银行委托收款，将款项转入其个人银行结算账户时；或持申请人为单位的银行汇票、银行本票向开户银行提示付款，将款项转入其个人银行结算账户时,本办法第四十条规定的有关收款依据,第四十一条有下列情形之一的，个人应出具本办法第四十条规定的有关收款依据。个人持出票人为单位的支票向开户银行委托收款，将款项转入其个人银行结算账户的。个人持申请人为单位的银行汇票和银行本票向开户银行提示付款，将款项转入其个人银行结算账户的。,True,AMBIGUOUS_TEXT,人民币银行结算账户管理办法,,"['支付结算', '账户管理']","['个人收款入账', '支票委托收款', '汇票/本票提示付款']",,银行柜面/账户系统,个人 持出票人为单位的支票向开户银行委托收款，将款项转入其个人银行结算账户时；或持申请人为单位的银行汇票、银行本票向开户银行提示付款，将款项转入其个人银行结算账户时 银行柜面/账户系统 应出具 本办法第四十条规定的有关收款依据,0.9543466567993164
YZ-BAM-PRC-00545,PRC_FLOW,L3_DEPT_RULE,第四十二条,银行,应认真审查，并留存复印件，按会计档案保管；未提供或不符合规定的，应拒绝办理,办理单位银行结算账户向个人银行结算账户支付款项时,第四十条、第四十一条规定的付款依据或收款依据的原件,第四十二条单位银行结算账户支付给个人银行结算账户款项的，银行应按第四十条、第四十一条规定认真审查付款依据或收款依据的原件，并留存复印件，按会计档案保管。未提供相关依据或相关依据不符合规定的，银行应拒绝办理。,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理', '反洗钱']","['单位向个人付款审核', '付款依据审查']",,银行会计与结算系统,银行 办理单位银行结算账户向个人银行结算账户支付款项时 银行会计与结算系统 应认真审查，并留存复印件，按会计档案保管；未提供或不符合规定的，应拒绝办理 第四十条、第四十一条规定的付款依据或收款依据的原件,0.972639799118042
YZ-BAM-PRO-00546,PRO_FORBIDDEN,L3_DEPT_RULE,第四十三条,银行,不得办理,储蓄账户存续期间,转账结算业务,第四十三条储蓄账户仅限于办理现金存取业务，不得办理转账结算。,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '支付结算']","['储蓄账户使用', '转账结算拦截']",,储蓄账户系统,银行 储蓄账户存续期间 储蓄账户系统 不得办理 转账结算业务,0.8470451831817627
YZ-BAM-OBL-00547,OBL_MANDATORY,L3_DEPT_RULE,第四十四条第一句,银行,应按规定执行,按规定周期,与存款人核对账务,第四十四条银行应按规定与存款人核对账务。,True,AMBIGUOUS_TEXT,人民币银行结算账户管理办法,,"['账户管理', '对账管理']","['银企对账', '账务核对']",,银行账户管理系统,银行 按规定周期 银行账户管理系统 应按规定执行 与存款人核对账务,0.7659941911697388
YZ-BAM-OBL-00548,OBL_MANDATORY,L3_DEPT_RULE,第四十四条第二句,存款人,应及时核对，并在规定期限内向银行发出对账回单或确认信息,收到对账单或对账信息后,账务,银行结算账户的存款人收到对账单或对账信息后，应及时核对账务并在规定期限内向银行发出对账回单或确认信息。,True,AMBIGUOUS_TEXT,人民币银行结算账户管理办法,,"['账户管理', '对账管理']","['银企对账', '对账回单处理']",,银行对账渠道（纸质/电子）,存款人 收到对账单或对账信息后 银行对账渠道（纸质/电子） 应及时核对，并在规定期限内向银行发出对账回单或确认信息 账务,0.9567838907241821
YZ-BAM-OBL-00549,OBL_MANDATORY,L3_DEPT_RULE,第四十五条第一句,存款人,按照本办法规定,办理结算业务时,账户使用行为,存款人应按照本办法的规定使用银行结算账户办理结算业务。,True,AMBIGUOUS_TEXT,人民币银行结算账户管理办法,,"['支付结算', '账户管理']",['账户使用合规'],,银行结算账户,存款人 办理结算业务时 银行结算账户 按照本办法规定 账户使用行为,0.9513852596282959
YZ-BAM-PRO-00550,PRO_FORBIDDEN,L3_DEPT_RULE,第四十五条第二句,存款人,不得实施,任何时候,出租、出借银行结算账户；利用账户套取银行信用,存款人不得出租、出借银行结算账户，不得利用银行结算账户套取银行信用。,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理', '反洗钱']","['账户出借', '信用套取']",,银行结算账户管理全周期,存款人 任何时候 银行结算账户管理全周期 不得实施 出租、出借银行结算账户；利用账户套取银行信用,0.9033144116401672
YZ-BAM-OBL-00551,OBL_MANDATORY,L3_DEPT_RULE,第四十六条,存款人,向开户银行提出申请并出具证明文件,更改名称但不改变开户银行及账号后5个工作日内,银行结算账户变更申请,存款人更改名称，但不改变开户银行及账号的，应于5个工作日内向开户银行提出银行结算账户的变更申请，并出具有关部门的证明文件。,False,NONE,人民币银行结算账户管理办法,,['账户管理'],['账户信息变更'],,开户银行,存款人 更改名称但不改变开户银行及账号后5个工作日内 开户银行 向开户银行提出申请并出具证明文件 银行结算账户变更申请,0.9688873291015625
YZ-BAM-OBL-00552,OBL_MANDATORY,L3_DEPT_RULE,第四十七条,单位存款人,书面通知并提供有关证明,法定代表人或主要负责人、住址及其他开户资料发生变更后5个工作日内,账户信息变更通知,单位的法定代表人或主要负责人、住址以及其他开户资料发生变更时，应于5个工作日内书面通知开户银行并提供有关证明。,False,NONE,人民币银行结算账户管理办法,,['账户管理'],['账户信息变更'],,开户银行,单位存款人 法定代表人或主要负责人、住址及其他开户资料发生变更后5个工作日内 开户银行 书面通知并提供有关证明 账户信息变更通知,0.9556494355201721
YZ-BAM-OBL-00553,OBL_MANDATORY,L3_DEPT_RULE,第四十八条,银行,及时办理变更手续，并于2个工作日内向中国人民银行报告,接到存款人变更通知后,账户变更手续及监管报告,银行接到存款人的变更通知后，应及时办理变更手续，并于2个工作日内向中国人民银行报告。,True,AMBIGUOUS_TEXT,人民币银行结算账户管理办法,,"['账户管理', '监管报送']","['账户变更处理', '监管报告']",,银行内部流程及央行监管系统,银行 接到存款人变更通知后 银行内部流程及央行监管系统 及时办理变更手续，并于2个工作日内向中国人民银行报告 账户变更手续及监管报告,0.9175187945365906
YZ-BAM-EVT-00554,EVT_TRIGGER,L3_DEPT_RULE,第四十九条第一款,存款人,向开户银行提出申请,发生法定撤销情形时,撤销银行结算账户的申请,有下列情形之一的，存款人应向开户银行提出撤销银行结算账户的申请：（一）被撤并、解散、宣告破产或关闭的；（二）注销、被吊销营业执照的；（三）因迁址需要变更开户银行的；（四）其他原因需要撤销银行结算账户的。,False,NONE,人民币银行结算账户管理办法,,['账户管理'],['账户撤销'],,开户银行,存款人 发生法定撤销情形时 开户银行 向开户银行提出申请 撤销银行结算账户的申请,0.8801048994064331
YZ-BAM-OBL-00555,OBL_MANDATORY,L3_DEPT_RULE,第四十九条第二款,存款人,向开户银行提出申请,发生第（一）、（二）项情形后5个工作日内,撤销银行结算账户的申请,存款人有本条第一、二项情形的，应于5个工作日内向开户银行提出撤销银行结算账户的申请。,False,NONE,人民币银行结算账户管理办法,,['账户管理'],['账户撤销'],,开户银行,存款人 发生第（一）、（二）项情形后5个工作日内 开户银行 向开户银行提出申请 撤销银行结算账户的申请,0.9617685675621033
YZ-BAM-DEF-00556,DEF_SCOPE,L3_DEPT_RULE,第四十九条第三款,本办法,指存款人因开户资格或其他原因终止银行结算账户使用的行为,适用本条时,撤销,本条所称撤销是指存款人因开户资格或其他原因终止银行结算账户使用的行为。,False,NONE,人民币银行结算账户管理办法,,['账户管理'],['账户撤销定义'],,法律解释语境,本办法 适用本条时 法律解释语境 指存款人因开户资格或其他原因终止银行结算账户使用的行为 撤销,0.9124619960784912
YZ-BAM-OBL-00557,OBL_MANDATORY,L3_DEPT_RULE,第五十条,基本存款账户的开户银行,书面通知存款人其他银行结算账户的开户银行,撤销基本存款账户之日起2个工作日内,撤销该基本存款账户的情况,存款人因本办法第四十九条第一、二项原因撤销基本存款账户的，存款人基本存款账户的开户银行应自撤销银行结算账户之日起2个工作日内将撤销该基本存款账户的情况书面通知该存款人其他银行结算账户的开户银行,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理']","['账户撤销', '跨行通知']",,银行内部操作及跨行通知流程,基本存款账户的开户银行 撤销基本存款账户之日起2个工作日内 银行内部操作及跨行通知流程 书面通知存款人其他银行结算账户的开户银行 撤销该基本存款账户的情况,0.9221633672714233
YZ-BAM-OBL-00558,OBL_MANDATORY,L3_DEPT_RULE,第五十条,存款人其他银行结算账户的开户银行,通知存款人办理撤销,收到通知之日起2个工作日内,有关银行结算账户,存款人其他银行结算账户的开户银行，应自收到通知之日起2个工作日内通知存款人撤销有关银行结算账户,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理']","['账户撤销', '跨行通知']",,银行内部操作及客户通知流程,存款人其他银行结算账户的开户银行 收到通知之日起2个工作日内 银行内部操作及客户通知流程 通知存款人办理撤销 有关银行结算账户,0.9608626365661621
YZ-BAM-OBL-00559,OBL_MANDATORY,L3_DEPT_RULE,第五十条,存款人,办理撤销,收到通知之日起3个工作日内,其他银行结算账户,存款人应自收到通知之日起3个工作日内办理其他银行结算账户的撤销,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理']",['账户撤销'],,客户侧账户管理行为,存款人 收到通知之日起3个工作日内 客户侧账户管理行为 办理撤销 其他银行结算账户,0.9524399042129517
YZ-BAM-OBL-00560,OBL_MANDATORY,L3_DEPT_RULE,第五十一条,银行,停止对外支付,得知存款人有本办法第四十九条第一项情况且超过规定期限未主动撤销时,银行结算账户,银行得知存款人有本办法第四十九条第一项情况，存款人超过规定期阝艮未主动办理撤销银行结算账户手续的，银行有权停止其银行结算账户的对外支付。,True,AMBIGUOUS_TEXT,人民币银行结算账户管理办法,,"['账户管理', '风险控制']","['账户久悬处置', '风险拦截']",,账户生命周期管理场景,银行 得知存款人有本办法第四十九条第一项情况且超过规定期限未主动撤销时 账户生命周期管理场景 停止对外支付 银行结算账户,0.9418633580207825
YZ-BAM-OBL-00561,OBL_MANDATORY,L3_DEPT_RULE,第五十二条第一句,未获得工商行政管理部门核准登记的单位,向银行申请撤销,验资期满后,注册验资临时存款账户,未获得工商行政管理部门核准登记的单位，在验资期满后，应向银行申请撤销注册验资临时存款账户,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '注册验资']",['验资账户撤销'],,临时存款账户存续期届满场景,未获得工商行政管理部门核准登记的单位 验资期满后 临时存款账户存续期届满场景 向银行申请撤销 注册验资临时存款账户,0.9479336738586426
YZ-BAM-VAL-00562,VAL_THRESHOLD,L3_DEPT_RULE,第五十二条第一句（资金去向）,银行,退还给原汇款人账户,办理注册验资临时存款账户撤销时,账户资金,其账户资金应退还给原汇款人账户,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '注册验资']",['验资账户撤销'],,资金清算环节,银行 办理注册验资临时存款账户撤销时 资金清算环节 退还给原汇款人账户 账户资金,0.8021751642227173
YZ-BAM-OBL-00563,OBL_MANDATORY,L3_DEPT_RULE,第五十二条第二句,出资人,出具缴存现金时的现金缴款单原件及其有效身份证件后提取,注册验资资金以现金方式存入且需提取现金时,现金,注册验资资金以现金方式存入，出资人需提取现金的，应出具缴存现金时的现金缴款单原件及其有效身份证件。,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '注册验资', '现金管理']","['验资账户撤销', '现金支取']",,验资临时账户销户环节,出资人 注册验资资金以现金方式存入且需提取现金时 验资临时账户销户环节 出具缴存现金时的现金缴款单原件及其有效身份证件后提取 现金,0.9380836486816406
YZ-BAM-PRO-00564,PRO_FORBIDDEN,L3_DEPT_RULE,第五十三条,存款人,不得申请撤销,尚未清偿开户银行债务期间,该银行结算账户,存款人尚未清偿其开户银行债务的，不得申请撤销该账户。,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理']","['销户申请', '债务清偿']",,向开户银行提出撤销银行结算账户申请时,存款人 尚未清偿开户银行债务期间 向开户银行提出撤销银行结算账户申请时 不得申请撤销 该银行结算账户,0.933702826499939
YZ-BAM-PRC-00565,PRC_FLOW,L3_DEPT_RULE,第五十四条,存款人,与银行核对余额；交回全部重要空白票据及结算凭证和开户登记证,撤销银行结算账户时,银行结算账户存款余额、重要空白票据、结算凭证、开户登记证,存款人撤销银行结算账户，必须与开户银行核对银行结算账户存款余额，交回各种重要空白票据及结算凭证和开户登记证，银行核对无误后方可办理销户手续。,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理']",['销户办理'],,开户银行柜面/业务系统,存款人 撤销银行结算账户时 开户银行柜面/业务系统 与银行核对余额；交回全部重要空白票据及结算凭证和开户登记证 银行结算账户存款余额、重要空白票据、结算凭证、开户登记证,0.9330629706382751
YZ-BAM-OBL-00566,OBL_MANDATORY,L3_DEPT_RULE,第五十四条,存款人,出具书面证明,未按规定交回重要空白票据及结算凭证时,有关证明（说明未交回原因及责任承担）,存款人未按规定交回各种重要空白票据及结算凭证的，应出具有关证明，造成损失的，由其自行承担。,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理']","['销户办理', '凭证缺失补救']",,销户办理过程中,存款人 未按规定交回重要空白票据及结算凭证时 销户办理过程中 出具书面证明 有关证明（说明未交回原因及责任承担）,0.9300164580345154
YZ-BAM-OBL-00567,OBL_ONGOING,L3_DEPT_RULE,第五十四条,存款人,自行承担,因未交回票据/凭证导致损失发生后,因未交回票据或结算凭证所造成的损失,存款人未按规定交回各种重要空白票据及结算凭证的，应出具有关证明，造成损失的，由其自行承担。,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理']",['销户风险承担'],,销户完成后,存款人 因未交回票据/凭证导致损失发生后 销户完成后 自行承担 因未交回票据或结算凭证所造成的损失,0.867781400680542
YZ-BAM-PRC-00568,PRC_FLOW,L3_DEPT_RULE,第五十五条,银行,在开户登记证上注明销户日期并签章；于撤销之日起2个工作日内向中国人民银行报告,撤销单位银行结算账户时及之后,基本存款账户开户登记证、销户信息,银行撤销单位银行结算账户时应在其基本存款账户开户登记证上注明销户日期并签章，同时于撤销银行结算账户之日起2个工作日内，向中国人民银行报告。,False,NONE,人民币银行结算账户管理办法,,"['支付结算', '账户管理', '监管报送']","['销户备案', '监管报告']",,基本存款账户开户登记证、人民币银行结算账户管理系统（或监管报送平台）,银行 撤销单位银行结算账户时及之后 基本存款账户开户登记证、人民币银行结算账户管理系统（或监管报送平台） 在开户登记证上注明销户日期并签章；于撤销之日起2个工作日内向中国人民银行报告 基本存款账户开户登记证、销户信息,0.9489648342132568
YZ-BAM-EVT-00569,EVT_TRIGGER,L3_DEPT_RULE,第五十六条,银行,通知单位自发出通知之日起30日内办理销户手续,发现单位银行结算账户一年未发生收付活动且未欠银行债务时,单位银行结算账户,银行对一年未发生收付活动且未欠开户银行债务的单位银行结算账户，应通知单位自发出通知之日起30日内办理销户手续，,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '久悬账户治理']","['久悬账户认定', '通知销户']",,账户监测系统或人工核查环节,银行 发现单位银行结算账户一年未发生收付活动且未欠银行债务时 账户监测系统或人工核查环节 通知单位自发出通知之日起30日内办理销户手续 单位银行结算账户,0.9479222297668457
YZ-BAM-VAL-00570,VAL_THRESHOLD,L3_DEPT_RULE,第五十六条,银行系统/风控模型,判定‘一年未发生收付活动’且‘未欠开户银行债务’,持续监测中,收付活动状态、债务状态,银行对一年未发生收付活动且未欠开户银行债务的单位银行结算账户，应通知单位自发出通知之日起30日内办理销户手续，,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '久悬账户治理']",['久悬账户认定'],,单位银行结算账户,银行系统/风控模型 持续监测中 单位银行结算账户 判定‘一年未发生收付活动’且‘未欠开户银行债务’ 收付活动状态、债务状态,0.7575021982192993
YZ-BAM-EVT-00571,EVT_TRIGGER,L3_DEPT_RULE,第五十六条,银行,视同自愿销户，未划转款项列入久悬未取专户,单位逾期未办理销户手续（即发出通知满30日）,该单位银行结算账户,逾期视同自愿销户，未划转款项列入久悬未取专户,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '久悬账户治理']",['久悬账户转出'],,账户状态管理系统,银行 单位逾期未办理销户手续（即发出通知满30日） 账户状态管理系统 视同自愿销户，未划转款项列入久悬未取专户 该单位银行结算账户,0.8494022488594055
YZ-BAM-OBL-00572,OBL_MANDATORY,L3_DEPT_RULE,第五十七条,中国人民银行,负责监督、检查，并对违规行为予以处罚,日常监管过程中,银行结算账户的开立和使用行为,中国人民银行负责监督、检查银行结算账户的开立和使用，对存款人、银行违反银行结算账户管理规定的行为予以处讠刂。,True,AMBIGUOUS_TEXT,人民币银行结算账户管理办法,,"['账户管理', '监管执法']","['监管检查', '违规处罚']",,银行结算账户全生命周期（开立、使用）,中国人民银行 日常监管过程中 银行结算账户全生命周期（开立、使用） 负责监督、检查，并对违规行为予以处罚 银行结算账户的开立和使用行为,0.868175208568573
YZ-BAM-PRC-00573,PRC_FLOW,L3_DEPT_RULE,第五十八条,中国人民银行,实施监控和管理,持续性,银行结算账户的开立和使用状态,中国人民银行对银行结算账户的开立和使用实施监控和管理。,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '监管执法']","['账户监控', '系统化管理']",,全国银行结算账户管理系统及相关监管平台,中国人民银行 持续性 全国银行结算账户管理系统及相关监管平台 实施监控和管理 银行结算账户的开立和使用状态,0.9086108207702637
YZ-BAM-OBL-00574,OBL_MANDATORY,L3_DEPT_RULE,第五十九条第一款,中国人民银行,负责其统一管理（含核发、换发、注销、信息维护等）,开户登记证核发及存续期间,开户登记证,中国人民银行负责基本存款账户、临时存款账户和预算单位专用存款账户开户登记证的管理。,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '证照管理']","['开户登记证核发', '证照归口管理']",,基本存款账户、临时存款账户、预算单位专用存款账户开户环节,中国人民银行 开户登记证核发及存续期间 基本存款账户、临时存款账户、预算单位专用存款账户开户环节 负责其统一管理（含核发、换发、注销、信息维护等） 开户登记证,0.8283277750015259
YZ-BAM-PRO-00575,PRO_FORBIDDEN,L3_DEPT_RULE,第五十九条第二款,任何单位及个人,不得伪造、变造及私自印制,任何时候,开户登记证,任何单位及个人不得伪造、变造及私自印制开户登记证。,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '证照管理', '反伪造']","['开户登记证伪造', '非法印制']",,开户登记证全生命周期（印制、流通、使用）,任何单位及个人 任何时候 开户登记证全生命周期（印制、流通、使用） 不得伪造、变造及私自印制 开户登记证,0.883767306804657
YZ-BAM-OBL-00576,OBL_MANDATORY,L3_DEPT_RULE,第六十条,银行,负责管理、监督、检查，并纠正违规开立和使用行为,日常经营管理中,本办法执行情况,银行负责所属营业机构银行结算账户开立和使用的管理，监督和检查其执行本办法的情况，纠正违规开立和使用银行结算账户的行为。,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '机构内控']","['分支机构管理', '制度执行监督']",,所属各营业机构的银行结算账户业务,银行 日常经营管理中 所属各营业机构的银行结算账户业务 负责管理、监督、检查，并纠正违规开立和使用行为 本办法执行情况,0.9161074757575989
YZ-BAM-OBL-00577,OBL_MANDATORY,L3_DEPT_RULE,第六十一条第一句,银行,明确专人负责审查和管理；并对存款人开户申请资料进行审查,持续性,银行结算账户的开立、使用和撤销流程,银行应明确专人负责银行结算账户的开立、使用和撤销的审查和管理，负责对存款人开户申请资料的审查,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '操作合规', '岗位职责']","['开户审查', '人员资质管理']",,银行内部账户管理职能体系,银行 持续性 银行内部账户管理职能体系 明确专人负责审查和管理；并对存款人开户申请资料进行审查 银行结算账户的开立、使用和撤销流程,0.9306976795196533
YZ-BAM-OBL-00578,OBL_MANDATORY,L3_DEPT_RULE,第六十一条第二句前半段,银行,按照本办法的规定及时报送,开户/销户完成后的规定时限内,存款人开销户信息资料,并按照本办法的规定及时报送存款人开销户信息资料,True,AMBIGUOUS_TEXT,人民币银行结算账户管理办法,,"['账户管理', '数据报送']","['开销户信息报送', '监管数据治理']",,向中国人民银行账户管理系统或指定监管报送平台,银行 开户/销户完成后的规定时限内 向中国人民银行账户管理系统或指定监管报送平台 按照本办法的规定及时报送 存款人开销户信息资料,0.8791784644126892
YZ-BAM-OBL-00579,OBL_MANDATORY,L3_DEPT_RULE,第六十一条第二句后半段（一）,银行,建立健全,持续性,开销户登记制度,建立健全开销户登记制度,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '内控档案']","['开销户登记', '操作留痕']",,银行内部账户业务操作系统/台账,银行 持续性 银行内部账户业务操作系统/台账 建立健全 开销户登记制度,0.8052506446838379
YZ-BAM-OBL-00580,OBL_MANDATORY,L3_DEPT_RULE,第六十一条第二句后半段（二）,银行,按会计档案进行管理,银行结算账户撤销后,银行结算账户管理档案,建立银行结算账户管理档案，按会计档案进行管理,False,NONE,人民币银行结算账户管理办法,,"['账户管理', '档案管理', '会计合规']","['账户档案归档', '档案保管']",,银行会计档案管理体系,银行 银行结算账户撤销后 银行会计档案管理体系 按会计档案进行管理 银行结算账户管理档案,0.8532443046569824
